Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Target
0.44269919924572676,0.6043378522527468,0.013775797972370496,0.916914740084586,0.34681361465273186,1
0.42688215236365257,0.7067770507064993,0.050832581615221306,0.553893695754009,0.36668142600927933,0
0.05939373512762747,0.49916561654845004,0.19158324844889496,0.27690244024741384,0.6348904966646435,1
0.1603504472041808,0.174600981245444,0.4493505798038915,0.8734015221784368,0.6691148228292881,0
0.30717781161355806,0.6005262447620444,0.058760641941298264,0.06833229822459497,0.08985234498252448,1
0.8753428573673202,0.44693409543247054,0.3297511795648197,0.4032135982932463,0.37056823491292623,1
0.3324656899267735,0.12708942078006824,0.8583354720122157,0.7318755993980176,0.6603790112547335,0
0.7506309988101659,0.6394375828694802,0.048070731463001004,0.6929936007500492,0.9216988279607136,0
0.5583360391407364,0.5954874428117256,0.8973001165635754,0.7931718015225222,0.03363080556638243,0
0.28653085679386914,0.7054474334225465,0.6976224255617216,0.6994335431181905,0.6130902049849571,1
0.6881313510368601,0.9218136310618693,0.45905007098993755,0.06644838355653504,0.6641427706734743,0
0.678445455346962,0.8228572222222575,0.3384572625798046,0.4003987589337017,0.7150308438868809,0
0.03986790996887701,0.45737520050405855,0.6397236467776861,0.2743450154011374,0.47119199100180154,1
0.4197584903749457,0.5625743787590104,0.6516320634027571,0.7035752083691927,0.38206104219639136,1
0.45128263328720397,0.9274938237755924,0.8847787240689228,0.24125359512403222,0.8521406548942255,1
0.017463555197511083,0.6484905429586556,0.6397619923437308,0.014126712555364795,0.4627536306624477,0
0.6110722367495312,0.2198299580227412,0.8109844724569092,0.8051551911278062,0.8641432266036293,1
0.736943844735243,0.7759323310971354,0.0552209362089463,0.7392236974069821,0.17067470355648962,1
0.48665527230305283,0.6388905557719347,0.5167032757044444,0.4258962309261457,0.4680270763069192,1
0.44890663771244177,0.8755488950422433,0.2281902268578213,0.02765348851449334,0.7277891743997904,0
0.9938030207817892,0.5533211437311316,0.3671803164147539,0.7074437300757185,0.9607388537127785,0
0.4718547762215898,0.35353492913863505,0.8541757184519565,0.6538190766384977,0.4140056474249453,1
0.4944442318051999,0.6042011714422371,0.5640066327668914,0.7921069776979908,0.15844888243173327,1
0.6641677248083427,0.7063336502298047,0.7519582435774667,0.5317626165305236,0.6829280350435758,0
0.8802299546395908,0.09153125345429403,0.38999437533105374,0.9876339807583905,0.7144015063552225,0
0.795621071372672,0.5224555594891618,0.6088104616122428,0.5295117260273092,0.05181100387801263,1
0.6302696297109274,0.4633769008155748,0.3888921438965014,0.9275526027700877,0.5724961798465311,1
0.12811293475839725,0.17255419618180334,0.03622375910676101,0.2746229314874544,0.714990838611362,0
0.667424089357372,0.32581296908798496,0.18217941002595073,0.8373483371071959,0.9823939569704332,1
0.9110860917994978,0.758048946134446,0.6314663156616587,0.236208728738714,0.4313543014840505,1
0.5359366680998596,0.5410471945681474,0.8300175541101656,0.8819305316734493,0.34284726612345784,1
0.7649601740615055,0.45083023159645075,0.4375433515005488,0.5892140170403959,0.19509531548382697,0
0.9418812029300505,0.681730074252856,0.16481577266945302,0.4041242604858374,0.2387846058166042,1
0.09139287663069806,0.8359548286676138,0.8643794582292386,0.16630762566055968,0.8097010116353672,0
0.30184496826309426,0.5405829124073475,0.987465924639933,0.36618922722552016,0.6428923336791018,1
0.8946110193500327,0.21790690745105712,0.9261623519425559,0.9154831510066277,0.2759604470899951,1
0.22477830521574915,0.4604938758849527,0.8729626658726123,0.45233742966369495,0.7050799924106306,0
0.9012042503789538,0.9679673410174099,0.8680269211655234,0.5370241972205657,0.13557649495995572,0
0.04055320213698488,0.1449783808378604,0.20343953542628757,0.74460483996285,0.6602001925122465,0
0.5927938963836644,0.1558162871156844,0.10855608056356658,0.8969448341049314,0.9181074138460951,0
0.36372885178966075,0.19174099378036935,0.08873626420860148,0.8546762201655641,0.11560237809574325,0
0.600921344894228,0.3178853145570558,0.35568858400511305,0.7917755040079264,0.4846990003149729,0
0.5155018442652376,0.47147483866525086,0.78180897072086,0.5638001560362079,0.6333388600442321,0
0.6363065299330947,0.19236342885858948,0.4271409304943925,0.7521961732741149,0.7708057099798642,0
0.7647703232067876,0.12338896937249233,0.6129354606258937,0.6961734408287424,0.42599972127262486,0
0.5915290529573114,0.8376696767782977,0.0572947825195097,0.9785377373812992,0.3498496531630303,0
0.23017999664415034,0.5290379869667821,0.7377927171226055,0.8046116468235525,0.455510273596483,1
0.09760121713162506,0.5188256256570278,0.06471363690606058,0.64948683645065,0.33579352082721103,0
0.0001390874795544894,0.15187254258554983,0.6454233210230348,0.474521255862427,0.037822852418630926,1
0.0006152763519042814,0.7761417880867311,0.6960454748218172,0.6883066196468072,0.7715251013885625,0
0.27123051560958866,0.3137928880729699,0.3491934887770738,0.12386403607030061,0.17723017180757294,1
0.8816677485028216,0.226468962773977,0.4582285623053285,0.9286569732416303,0.9194264359881672,0
0.9198588388133316,0.20891260380674737,0.1794283712023298,0.08091147024884171,0.28877357321371344,1
0.6532222833693238,0.33927199816957776,0.9174812600251461,0.21017548987746382,0.8238074246050419,0
0.9962803947494291,0.4021407383027603,0.11086258617474476,0.9138518809336478,0.018967429496548727,1
0.5080013458568179,0.6522655024367122,0.6176051824789731,0.044597600333971865,0.11139796202078489,0
0.035891295399184786,0.3820254877491417,0.8472410857989757,0.15774896464862675,0.37255969455271,0
0.5252816598412888,0.9246701544657525,0.21234011807964226,0.9890565189578301,0.3546757878325567,1
0.4588884114399626,0.7092033902624663,0.06175913865435256,0.26554806432591627,0.8319834640440931,0
0.23760063648101937,0.5210317891359388,0.18570977448394876,0.79225210959601,0.9935115161198083,0
0.8593026858037742,0.7319163859302942,0.20975743820946935,0.12386837242469184,0.46311476400679774,1
0.256773991662266,0.5070206226317526,0.46945390550578137,0.6485417097534235,0.06898268039825495,1
0.7550255704220625,0.3511622897802519,0.4472286790022256,0.7115884375739083,0.48985250922085566,0
0.3737610030400562,0.8833437030083651,0.05513928482031483,0.7279136443938138,0.0029425750675986517,0
0.08648575501182743,0.3621055830425509,0.3536589096697318,0.9935579236406916,0.436903728068874,0
0.6831530346502719,0.7237983418228381,0.649292229944391,0.37915270941675616,0.2560430641873389,0
0.005677588440557657,0.8941443623988526,0.7530227517315224,0.48909252581253326,0.3805333857470943,0
0.6354810117013264,0.5558155352172742,0.4521607383699173,0.44928676943624857,0.6572302705597144,0
0.17158448817042715,0.4281837005229482,0.3752005807855545,0.6012410399376275,0.1388653960802122,1
0.14023341060123695,0.2812082301727026,0.5393837228006693,0.8928386932978489,0.7171553643390082,1
0.4291041460777386,0.2270222569013688,0.37116416736384594,0.616064242581352,0.6285700830021005,0
0.35097098560755624,0.3156107738917703,0.296745717150111,0.35184156449511295,0.5829929002847773,0
0.06833458314897889,0.26400269598986803,0.11119783786015458,0.04851950530246596,0.5047262302694039,0
0.07727181293464713,0.13733129830949142,0.8044091507938502,0.903142285370993,0.2929648461343085,0
0.777040199762813,0.7888916320093917,0.4827683357609268,0.4830982824494031,0.42216904436317026,1
0.7835738273308392,0.42837499340429896,0.5873415348514648,0.036896589709291217,0.721397779689668,1
0.0229465701141216,0.5016023460960393,0.7469174947049994,0.41393959722959117,0.5782891132292627,0
0.10560358168174411,0.1688353699646431,0.21922878893490672,0.8948220374840585,0.3161137883456787,0
0.29386207490836447,0.427775525808031,0.3615703576569098,0.3674791928291029,0.984364041007272,1
0.552578981881648,0.6821295436355289,0.61205927887803,0.4058789543584581,0.16956298844629136,1
0.5099592461744439,0.024421547841371516,0.3714124386615182,0.3674948974861859,0.10009957803849678,0
0.9275365084101681,0.9647806488489559,0.3718487813601745,0.3778084924003967,0.4034497478320368,0
0.29216371562091437,0.1327904739811009,0.3310406187041792,0.5571715672917174,0.059492877018679446,0
0.9154867756274061,0.8790869091085165,0.6745880236364429,0.719770151786553,0.47909482000382453,0
0.3580461499384694,0.365871762999755,0.6866567345371166,0.06127368648860332,0.4651368523625845,1
0.16039455681971504,0.7189175173305872,0.9936212035828887,0.2887879041618001,0.19499706936071792,1
0.7989116384365278,0.3160082142290903,0.13422238511049223,0.6943376649939988,0.12084933954193855,1
0.9666413339240985,0.7098154664997646,0.005453003564308778,0.8222375733266329,0.4046289932388485,1
0.48126108730650874,0.6392957682207756,0.9656704111933456,0.08999557334806252,0.03973956658094102,0
0.2168923946360849,0.017851823651787724,0.7573216386463114,0.5598960731955919,0.3682417327937262,0
0.4594550866952355,0.0207756665920118,0.13598066554243238,0.26891253930974746,0.6009122062821992,1
0.26973170701040583,0.06815302325670258,0.23105447657280165,0.7065611314460797,0.8694627640433018,1
0.5311281803539111,0.464618453357053,0.5420677558675125,0.2369187194295862,0.9266764164042891,1
0.24317622662195626,0.7461982321080524,0.8653324513084099,0.8267292145531014,0.06508787626900159,1
0.1452705068356256,0.923051540747885,0.3250072205557548,0.7325002737617629,0.3163301882644045,1
0.4647029279657654,0.16205047578948484,0.15494508627883918,0.4655300618391339,0.4391825462367219,1
0.6760318124709148,0.5570970871017544,0.3810231441630687,0.2542628357092016,0.6239071317440459,1
0.6781099341909519,0.4623281893271389,0.15485257821070786,0.6513520815500213,0.041892994117998406,0
0.4901228999784658,0.21127054199715822,0.9352123215270653,0.22511960977479162,0.38211973158787427,1
0.46396571117600227,0.6488089526039789,0.6605413583784325,0.6007961289431439,0.5082096664101706,0
0.03125035622998862,0.34686054594447335,0.9236535965930621,0.09876913455376524,0.04221523061845012,1
0.8740100156908313,0.7588607612147457,0.09521622430239263,0.7787534819606163,0.237565837107234,0
0.18364172207854723,0.647168720180738,0.9689583861999493,0.8381316851942083,0.30344071481900137,1
0.9423366897978362,0.5238231627165858,0.8938236394986098,0.49708721799404343,0.38663019391364783,1
0.28278776599778965,0.42546603831541896,0.19064513612485245,0.16933445512586787,0.41089513794394616,1
0.10763078858019015,0.16565178664669267,0.7737846993015453,0.45115075133911375,0.6265050124567909,0
0.6442274524678018,0.8398799458262902,0.7994596400910922,0.17369546235554423,0.5436759629157984,1
0.3620243914062373,0.8211194867568343,0.09020410731895545,0.6817272207465884,0.9497731149609053,1
0.004199266693218573,0.5674852870169971,0.262004478124673,0.04965967158654605,0.5532938553515477,0
0.26152054297833205,0.7821889101432159,0.9535469506457944,0.8309693082649868,0.13351145203140113,0
0.1224264118404006,0.9172545306071249,0.42588191382902374,0.4550326011926099,0.49605908452602965,1
0.7865889786870285,0.15509013781116698,0.13064081345616385,0.12717154731137015,0.47810595020807956,1
0.41085719765934936,0.2510559865947456,0.33501307891128873,0.6672342427594353,0.9355200601339336,0
0.4175683542552663,0.9875566557078452,0.5053758164337606,0.35646896872229794,0.05868639567927025,0
0.6695217232896965,0.4890907321707749,0.0714434417035692,0.8218034208814582,0.3265047838171624,0
0.5606213967638942,0.5153875746668337,0.5717082158925867,0.7480835312832846,0.3783286182972576,0
0.12101296443477827,0.15360818972927748,0.8063590168558774,0.2697099693459841,0.6230965960345182,0
0.8364566748191906,0.23418532471978382,0.17660141293318288,0.9966024245506222,0.7738344676961493,0
0.4550629184563817,0.4156035162926529,0.5041403434083505,0.3492434239296872,0.2056006160333692,1
0.8451081507678221,0.5909848660831055,0.2970663481976924,0.242018658375718,0.8339266060896899,1
0.4146946167348222,0.9964953480887088,0.47602043233646796,0.15780585817863724,0.43623233132913886,0
0.05276344819629131,0.3162837358636146,0.17717073946640205,0.49705169753489653,0.024809575326775635,0
0.07315042808902905,0.8619588145735803,0.6886802901281014,0.5167978614354564,0.33214836042390194,1
0.030359209323636782,0.021938560604188306,0.19236890814678187,0.3034460927762742,0.6392996259400474,1
0.43707703525003927,0.6967641859787916,0.47559513764693495,0.7121377097419157,0.34918837500504174,0
0.297318960026114,0.04907708271917888,0.310388594436084,0.3826395398938369,0.31775915365583807,0
0.24103802518948314,0.38700555920756086,0.6910051873186664,0.9456460545688903,0.4392911201251254,1
0.9978310685891222,0.17469002544583268,0.19740262882185378,0.14459513715015215,0.5772707930258368,0
0.5724545934404378,0.9420093695916124,0.15557087223655852,0.7663003911526899,0.05592710017579894,0
0.9181321707318594,0.4672193003842985,0.33974595504190164,0.6501069345397203,0.3085146729234185,0
0.5008878273625048,0.6728136842919029,0.8663792145796918,0.7985559878082783,0.9941723883001748,1
0.07225621167865615,0.7112981732199836,0.35151140423032357,0.7706884649246785,0.8174401756634831,0
0.6286393830067328,0.1805098863635295,0.522976686889985,0.29704014129117895,0.0713641475441299,0
0.20764563788855273,0.1846468787874428,0.6220525136499496,0.6413529329827181,0.1413426215511271,1
0.8953669521949653,0.19894453016543345,0.035443598389882536,0.4610775052662873,0.15239008998804682,1
0.8274208119110495,0.4713842695632885,0.7727033864348484,0.24018437160685457,0.19505828284770466,1
0.6710477620435148,0.23698354720755244,0.6380739139430203,0.8982271241275974,0.7159682694849514,0
0.14729539088974586,0.7111598850804934,0.9328739749127124,0.11508544970169665,0.9017763126329846,1
0.06317837758190892,0.696083982494282,0.1548423439113843,0.6047747223480028,0.3647359882254346,1
0.7326619985275236,0.518815707302132,0.947218965187326,0.9598283152237702,0.6201145035472067,0
0.09201853099965152,0.03663923803125013,0.75550409302107,0.766297078428462,0.6143455110205358,1
0.5995660336297104,0.12496515106837114,0.29126105684457126,0.4805316500213992,0.9654905882138889,0
0.28829141755676724,0.31432562611731185,0.8449070816066117,0.9696816097444424,0.8540888747211809,1
0.5592719861173814,0.3963523179921643,0.8442604987529826,0.446506482314436,0.1698653590298349,1
0.9218243033673316,0.2853708038043302,0.7664684803269837,0.8690361148041278,0.18645594653549746,1
0.623663682882949,0.9691592769699953,0.23124650424239068,0.4719394571371901,0.12566597381701772,1
0.0013906402138307294,0.642129636802051,0.12823297270107736,0.869278515823518,0.5616776907024824,1
0.8163885783430683,0.7822014005982519,0.48822753976446087,0.5238781259039526,0.7691755867415367,0
0.16543836425907232,0.8817712224472695,0.5874740038888985,0.3974611577229922,0.24026034060126622,1
0.38302465026328814,0.9358060213605213,0.020521128380263653,0.11937593822555681,0.2676995390257947,0
0.9261807061209955,0.410594699846192,0.8973738805900859,0.9548118193402697,0.6238014679831392,1
0.5098557420109548,0.8561435892885589,0.11659894845311036,0.28004794867349925,0.5913481016194887,0
0.4391852004166469,0.5073163658488752,0.4950831442065706,0.42180338143179286,0.7964578111126551,0
0.652911317652167,0.9139938460113565,0.22753005987209718,0.5998501027839589,0.4267833851705889,0
0.9229338328932166,0.9372971924467124,0.5714827143531411,0.9720247663844247,0.425042721915726,0
0.990382010753475,0.3024140101821483,0.0727918180999444,0.29830685855647976,0.4989762326206747,0
0.5336576102451428,0.4965791874738882,0.3106341103867425,0.7783521959640984,0.12240007048455515,1
0.7636138308537025,0.8765059032129453,0.2923065900128834,0.39666921629237273,0.31131214218914915,0
0.5991246070153929,0.5891943898766855,0.945222172337731,0.6530554337158772,0.0864802350484638,0
0.8253180360291359,0.4500988930366452,0.9116170249592223,0.9568662285184959,0.02341288914743056,1
0.40836174688616944,0.6514472359713566,0.08683146772703443,0.5971056566327944,0.27561068138677014,0
0.9206043583832851,0.1033087725414944,0.6128897171030662,0.8119575122621441,0.28404279434832813,0
0.13919762168605576,0.2664704531655523,0.7707798162050644,0.3154752936363737,0.43223722187965086,0
0.7304300090038202,0.5950329359954989,0.019094624544446326,0.6026196192924983,0.4996110075731297,1
0.00813324156960038,0.373656986073588,0.4539749977196714,0.9363826144304215,0.7170000884419792,0
0.3842870645127562,0.4384616976192862,0.6818504760919308,0.8449802791996964,0.8459652252730453,1
0.2187068865677394,0.6302746273744214,0.27701808741357525,0.20747404880735676,0.7567109670636615,1
0.8567141392329211,0.9766062022717878,0.7511224837220598,0.08353862954945224,0.11426219327653186,0
0.11390275861072263,0.7191464450931103,0.14566232624319309,0.13520708270102755,0.7819048825728396,1
0.04163651744415631,0.7509027137702987,0.056539079266547554,0.16770666726452244,0.3915541976710074,0
0.3739877162852603,0.8374344819564402,0.9163591511379907,0.9215381939830136,0.0904044639796846,0
0.8044694729806658,0.969853314888877,0.8880513672084343,0.07613083441410429,0.9100198298399602,1
0.5542657796615883,0.4349448580043752,0.9421193440076658,0.0842198529526248,0.5232815677280299,1
0.5228060836913072,0.26786371863739233,0.06745007276540094,0.8645515972763629,0.22463808168854038,1
0.4264821228392983,0.02915267722557857,0.6202215346634194,0.9269760670864226,0.7171298569294586,1
0.7489711802913498,0.5570312274171099,0.6732803314497201,0.926493397143334,0.43756648777210916,1
0.30887780124884856,0.935506531700525,0.9895052956992842,0.7343384817950803,0.8386925145011799,1
0.9574445793281523,0.19637711427782845,0.3514963399268922,0.6157302119496267,0.2521484148349701,1
0.038552776726136995,0.7094468101956902,0.7729631377424879,0.9739372138987906,0.7064426277718556,1
0.11619620293636512,0.6279294687403435,0.8842319440596851,0.005459659354914881,0.0238601153715029,1
0.41203500641111546,0.4645788722879134,0.23642531875296247,0.2262569859659881,0.1322382972866466,1
0.8307487331850258,0.8406774953530718,0.30038743498145304,0.974329925126789,0.4626464834708307,1
0.06548689576652877,0.026167120220292994,0.904698402335566,0.23986600789827428,0.7246556533035674,1
0.12764954403854767,0.3517807698377631,0.24406088101190138,0.7255250474763941,0.05318822522600053,0
0.2727868096769388,0.9531508505951608,0.6624194271789459,0.8265803198342624,0.37092969569926826,1
0.032696592906484634,0.1490795228509173,0.4647434495987979,0.7005576584799713,0.05792030550344884,1
0.6001833401945051,0.11174735548823944,0.9478122053377994,0.19552589446659085,0.3243471189737043,1
0.2043450081970699,0.8919232478913537,0.43967561521173526,0.44334164329552306,0.7220872962417828,0
0.16356846946076897,0.010808465803281098,0.01354969780128612,0.07758621254962417,0.007247615046437672,1
0.7696202940216945,0.9181788514144718,0.2397606029912277,0.7214495436471662,0.3499495104371124,0
0.32007311718061116,0.3503113736691327,0.2590489141086354,0.534069513928866,0.1878095308297536,1
0.5157271815855193,0.37262176723426976,0.9472944985806178,0.4815870305542068,0.21527576314633923,1
0.26529464287887616,0.5590262673107703,0.460989222235787,0.34816050605330595,0.3521675843984945,1
0.5598821207246168,0.7265254351503125,0.5095926329434737,0.6334463793279143,0.9433883920336494,0
0.21949034757864705,0.12445757509054145,0.8772588355765494,0.35018871938565743,0.0430237962724197,0
0.3352676953426992,0.07476787637945126,0.41126590661132156,0.2695538029321155,0.38952327600713355,0
0.9241022443218431,0.7440638339330108,0.07715262261938438,0.42103197477881427,0.9892573199159096,0
0.1312972670038226,0.6170905856949715,0.04277907092420152,0.3396303299625254,0.7128752356749412,0
0.8587041098245115,0.21958252623235675,0.022636182008859973,0.32670084984617065,0.5320615724503153,1
0.9792921262698483,0.17137860058070564,0.4584973858913116,0.23317516231006719,0.521755934662358,0
0.32141092368588,0.9815049275547564,0.21397722082722048,0.8092398101377539,0.5331591669724818,1
0.19862244439058585,0.4357042225804961,0.6516063311787819,0.504612150189497,0.6678274575423152,0
0.9708106656243733,0.22322869174388593,0.3062002071804979,0.8189926743563004,0.6074686438965375,0
0.9992797177920351,0.24896451419026921,0.045285132922861626,0.5538692406165071,0.24684032722406268,1
0.8622103545876884,0.7876971982493207,0.18277358925192766,0.9952151260997195,0.368520509911495,0
0.8769310015101007,0.2379169943781505,0.7304917902421216,0.23599398911903802,0.6740853218344921,1
0.8818850010947538,0.23252479239066648,0.869063374343328,0.6290411722247727,0.7337606765914141,1
0.1475989591185377,0.6810993458027015,0.11071138516691315,0.4232579376245532,0.6303778789164532,0
0.6090718773011672,0.04816806086930103,0.5991382455831233,0.8765293046453042,0.978495272943496,1
0.6044262549413435,0.9057389394279457,0.4395222937305222,0.8582259660354746,0.45609362198601777,0
0.29349547820724664,0.9674077123974384,0.706826088379168,0.711779098527502,0.5760866702986219,1
0.5829734798003124,0.3586357978747332,0.16417463404326815,0.7293213772097135,0.7365495249182155,1
0.2378855962740235,0.8860514026335085,0.8890596007585836,0.0831802748284316,0.6837033248052574,0
0.6352230039949138,0.14285488840829497,0.8852320724786269,0.9336686332052204,0.33567102499817236,0
0.5839329028027314,0.696735160906475,0.655126048599202,0.9955342190182642,0.847901259193593,1
0.6707627610193274,0.026132957617947206,0.7328529525386157,0.7240767570348339,0.8655592298642577,0
0.7725852273189695,0.00026190279008797557,0.4697117993777895,0.37120719131521807,0.7197080950143406,1
0.5922560480445501,0.35666406090315983,0.3059252094150201,0.6312610687129971,0.3527630361643904,1
0.5884032699109923,0.3057336695427757,0.6803724987465115,0.5339935344511322,0.6337249606744683,0
0.4674723406835536,0.14232562683946148,0.22813637559063538,0.013266881202781411,0.9004609074754137,1
0.5989660546780888,0.47646043364180135,0.06679358524339707,0.31824030269617265,0.5433530018481587,1
0.09291369613416567,0.18693959423484297,0.9198569959302326,0.7675347559938458,0.6946398732248893,1
0.6691592898739396,0.8645022757319689,0.20603153618585823,0.771931075631411,0.9732967640870648,0
0.6378994433850937,0.6419410492804037,0.5417253474373096,0.6073350928163689,0.8143524594238678,1
0.37403549205423847,0.015898572069046102,0.1349190345178758,0.2490744770479978,0.5275913681242158,1
